run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,H12_confirm_before_ticket,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,H13_parallel_status_and_device,False,wrong_tool,,check_service_status|inspect_device,check_service_status|inspect_device,True,True,True,
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,H14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,M01_clarify_then_asset,True,missing_info,,inspect_device,inspect_device,True,True,True,
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,M02_carry_environment,True,wrong_arg_value,,check_service_status,check_service_status,True,True,True,
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,M03_correct_asset,True,wrong_arg_value,,inspect_device,inspect_device,True,True,True,
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,M04_correct_employee,True,wrong_arg_value,,lookup_user,lookup_user,True,True,True,
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,M05_ticket_confirmation,True,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,M06_switch_tool,True,wrong_tool,,search_kb,search_kb,True,True,True,
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,H15_compare_environments,False,wrong_tool,,check_service_status|check_service_status,check_service_status|check_service_status,True,True,True,
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,H16_compare_two_assets,False,wrong_tool,,inspect_device|inspect_device,inspect_device|inspect_device,True,True,True,
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,H17_triage_with_three_sources,False,wrong_tool,,inspect_device|check_service_status|search_kb,inspect_device|check_service_status|search_kb,True,True,True,
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,H18_user_and_asset,False,wrong_tool,,lookup_user|inspect_device,lookup_user|inspect_device,True,True,True,
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,H19_ambiguous_environment,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,H20_format_without_refetch,False,unnecessary_tool,,format_incident_report,format_incident_report,True,True,True,
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,M07_cancel_previous_action,True,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,M08_correct_then_parallel,True,wrong_arg_value,,inspect_device|check_service_status,inspect_device|check_service_status,True,True,True,
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,M09_confirmation_invalidated,True,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openai_20260914T201616858070,v3,v3+p9e0a42fae94f+tba5b3273eb97,base,M10_latest_intent_wins,True,wrong_tool,,lookup_user,lookup_user,True,True,True,
v3_B_extension_openai_20260914T201644508524,v3,v3+p9e0a42fae94f+tba5b3273eb97,extension,E01_access_policy,False,wrong_tool,,policy,policy,True,True,True,
v3_B_extension_openai_20260914T201644508524,v3,v3+p9e0a42fae94f+tba5b3273eb97,extension,E02_privacy_policy,False,wrong_tool,,policy,policy,True,True,True,
v3_B_extension_openai_20260914T201644508524,v3,v3+p9e0a42fae94f+tba5b3273eb97,extension,E03_incident_priority_policy,False,wrong_tool,,policy,policy,True,True,True,
v3_B_extension_openai_20260914T201644508524,v3,v3+p9e0a42fae94f+tba5b3273eb97,extension,E04_ticket_policy,False,wrong_tool,,policy,policy,True,True,True,
v3_B_extension_openai_20260914T201644508524,v3,v3+p9e0a42fae94f+tba5b3273eb97,extension,E05_confirmed_ticket,False,wrong_boundary,missing_tool_call,create_ticket,clarify,False,False,False,missing tool call create_ticket; extra tool call clarify
v3_B_extension_openai_20260914T201644508524,v3,v3+p9e0a42fae94f+tba5b3273eb97,extension,E06_service_plus_policy,False,wrong_tool,,check_service_status|policy,check_service_status|policy,True,True,True,
v3_B_extension_openai_20260914T201644508524,v3,v3+p9e0a42fae94f+tba5b3273eb97,extension,E07_kb_plus_status,False,wrong_tool,,check_service_status|search_kb,check_service_status|search_kb,True,True,True,
v3_B_extension_openai_20260914T201644508524,v3,v3+p9e0a42fae94f+tba5b3273eb97,extension,E08_confirm_after_revision,True,wrong_boundary,,create_ticket,create_ticket,True,True,True,
v3_B_extension_openai_20260914T201644508524,v3,v3+p9e0a42fae94f+tba5b3273eb97,extension,E09_external_device_search,False,wrong_tool,,search_device_info,search_device_info,True,True,True,
v3_B_extension_openai_20260914T201644508524,v3,v3+p9e0a42fae94f+tba5b3273eb97,extension,E10_internal_plus_external,False,wrong_tool,,inspect_device|search_device_info,inspect_device|search_device_info,True,True,True,
v3_B_group_openai_20260914T201629993194,v3,v3+p9e0a42fae94f+tba5b3273eb97,group,G01_single_wifi_shared_and_device,False,wrong_tool,,check_service_status|inspect_device,inspect_device|check_service_status,True,True,True,
v3_B_group_openai_20260914T201629993194,v3,v3+p9e0a42fae94f+tba5b3273eb97,group,G02_single_user_record_minimum_tools,False,unnecessary_tool,,lookup_user,lookup_user,True,True,True,
v3_B_group_openai_20260914T201629993194,v3,v3+p9e0a42fae94f+tba5b3273eb97,group,G03_single_external_tools_policy,False,wrong_tool,,policy,policy,True,True,True,
v3_B_group_openai_20260914T201629993194,v3,v3+p9e0a42fae94f+tba5b3273eb97,group,G04_single_external_identifier_boundary,False,wrong_boundary,,search_device_info,search_device_info,True,True,True,
v3_B_group_openai_20260914T201629993194,v3,v3+p9e0a42fae94f+tba5b3273eb97,group,G05_single_ticket_preview_confirmation,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_group_openai_20260914T201629993194,v3,v3+p9e0a42fae94f+tba5b3273eb97,group,G06_multiturn_latest_user_request,True,wrong_tool,,lookup_user,lookup_user,True,True,True,
v3_B_group_openai_20260914T201629993194,v3,v3+p9e0a42fae94f+tba5b3273eb97,group,G07_multiturn_external_model_only,True,wrong_boundary,,search_device_info,search_device_info,True,True,True,
v3_B_group_openai_20260914T201629993194,v3,v3+p9e0a42fae94f+tba5b3273eb97,group,G08_multiturn_environment_correction,True,wrong_arg_value,,check_service_status,check_service_status,True,True,True,
v3_B_group_openai_20260914T201629993194,v3,v3+p9e0a42fae94f+tba5b3273eb97,group,G09_multiturn_format_without_refetch,True,unnecessary_tool,,format_incident_report,format_incident_report,True,True,True,
v3_B_group_openai_20260914T201629993194,v3,v3+p9e0a42fae94f+tba5b3273eb97,group,G10_multiturn_current_ticket_confirmation,True,wrong_boundary,,create_ticket,create_ticket,True,True,True,
